Time [min], Velocity [m/s]
56510,2.4591
56516,2.4679
56521,2.4811
56526,2.4243
56531,2.5475
56536,2.4822
56542,2.4169
56547,2.3778
56552,2.2935
56557,2.2664
56562,2.2195
56568,2.1446
56573,2.1801
56578,2.1267
56583,2.0739
56589,2.0779
56594,2.0072
56599,1.9452
56604,1.9467
56609,1.8404
56615,1.8261
56620,1.7204
56625,1.7045
56630,1.6707
56635,1.5733
56641,1.4811
56646,1.3918
56651,1.3035
56656,1.2481
56661,1.1387
56667,1.0521
56672,0.96488
56677,0.82583
56682,0.70928
56687,0.59624
56693,0.49262
56698,0.33666
56703,0.22114
56708,0.095905
56714,0.043082
56719,0.23052
56724,0.37803
56729,0.53317
56734,0.67028
56740,0.79412
56745,0.93655
56750,1.0888
56755,1.2321
56760,1.3816
56766,1.5137
56771,1.6595
56776,1.8191
56781,1.9746
56786,2.0509
56792,2.0857
56797,2.1027
56802,2.1622
56807,2.2061
56812,2.3101
56818,2.3643
56823,2.3998
56828,2.2484
56833,2.0176
56839,1.7414
56844,1.8103
56849,2.1377
56854,2.1883
56859,2.1541
56865,2.0765
56870,2.1773
56875,2.2296
56880,2.4281
56885,2.3871
56891,2.4405
56896,2.408
56901,2.5134
56906,2.282
56911,2.1313
56917,2.1079
56922,2.0957
56927,2.0817
56932,2.0178
56937,1.8242
56943,1.9607
56948,1.9134
56953,1.7352
56958,1.6091
56964,1.605
56969,1.8432
56974,1.8831
56979,1.7597
56984,1.6111
56990,1.6809
56995,1.3797
57000,1.3008
57005,1.3816
57010,1.32
57016,1.3691
57021,1.3278
57026,1.238
57031,1.0942
57036,0.998
57042,0.95345
57047,0.76134
57052,0.66365
57057,0.56048
57062,0.45187
57068,0.38681
57073,0.30263
57078,0.14444
57083,0.037115
57089,0.18279
57094,0.4342
57099,0.72758
57104,0.89993
57109,0.88925
57115,1.0771
57120,1.3325
57125,1.6266
57130,1.885
57135,1.9995
57141,2.0269
57146,2.0802
57151,2.2646
57156,2.3533
57161,2.4709
57167,2.4746
57172,2.3936
57177,2.4599
57182,2.4975
57188,2.5609
57193,2.6451
57198,2.6455
57203,2.6845
57208,2.7762
57214,2.8242
57219,2.7219
57224,2.8185
57229,2.7904
57234,2.7172
57240,2.6525
57245,2.6707
57250,2.5766
57255,2.4952
57260,2.5233
57266,2.5345
57271,2.5393
57276,2.5628
57281,2.5897
57286,2.5852
57292,2.5245
57297,2.5873
57302,2.4395
57307,2.4239
57312,2.4045
57318,2.3944
57323,2.3994
57328,2.387
57333,2.3374
57339,2.3134
57344,2.2415
57349,2.2408
57354,2.1684
57359,2.1206
57365,2.1532
57370,2.1005
57375,2.0115
57380,1.9467
57385,1.9831
57391,1.9151
57396,1.8154
57401,1.748
57406,1.6937
57411,1.6569
57417,1.583
57422,1.4919
57427,1.4001
57432,1.3522
57437,1.2187
57443,1.1807
57448,1.0607
57453,0.93475
57458,0.80932
57464,0.68202
57469,0.55075
57474,0.40026
57479,0.23844
57484,0.096183
57490,0.054569
57495,0.1648
57500,0.34448
57505,0.56815
57510,0.77787
57516,0.9576
57521,1.1608
57526,1.3462
57531,1.4696
57536,1.5671
57542,1.7534
57547,1.9163
57552,1.9578
57557,2.0184
57562,2.0594
57568,2.1714
57573,1.8682
57578,1.8612
57583,2.0355
57589,2.3933
57594,2.4573
57599,2.4764
57604,2.6648
57609,2.5982
57615,2.5556
57620,2.69
57625,2.7951
57630,2.8632
57635,2.9053
57641,2.8928
57646,2.8805
57651,2.8422
57656,2.7708
57661,2.8547
57667,2.88
57672,2.8956
57677,2.9862
57682,2.8756
57687,2.8934
57693,2.8709
57698,2.7971
57703,2.7849
57708,2.7358
57714,2.7144
57719,2.5988
57724,2.4896
57729,2.4588
57734,2.3182
57740,2.2328
57745,2.1031
57750,2.1987
57755,2.0308
57760,2.0777
57766,1.906
57771,1.9184
57776,1.8567
57781,1.8619
57786,1.8077
57792,1.781
57797,1.7202
57802,1.7241
57807,1.6609
57812,1.5575
57818,1.4461
57823,1.4138
57828,1.3392
57833,1.3089
57839,1.0889
57844,0.9224
57849,0.85373
57854,0.78318
57859,0.6535
57865,0.49953
57870,0.41107
57875,0.28504
57880,0.30577
57885,0.14834
57891,0.037296
57896,0.12775
57901,0.2682
57906,0.38392
57911,0.52503
57917,0.90326
57922,1.0748
57927,1.0293
57932,1.2187
57938,1.4566
57943,1.8737
57948,2.0506
57953,2.1637
57958,2.2246
57964,2.3158
57969,2.3721
57974,2.3644
57979,2.4122
57984,2.4261
57990,2.3735
57995,2.4939
58000,2.4424
58005,2.4932
58010,2.5559
58016,2.5786
58021,2.628
58026,2.6228
58031,2.6958
58036,2.6981
58042,2.7122
58047,2.7326
58052,2.6519
58057,2.6944
58062,2.5863
58068,2.5527
58073,2.5574
58078,2.5517
58083,2.4516
58089,2.4683
58094,2.431
58099,2.4155
58104,2.3284
58109,2.3056
58115,2.2453
58120,2.1246
58125,2.1505
58130,2.1165
58135,2.0542
58141,2.032
58146,1.9697
58151,1.9072
58156,1.8421
58161,1.7895
58167,1.7088
58172,1.6142
58177,1.5591
58182,1.455
58187,1.4126
58193,1.3313
58198,1.2076
58203,1.1452
58208,1.0405
58214,0.95259
58219,0.8078
58224,0.69294
58229,0.57475
58234,0.4117
58240,0.26894
58245,0.066787
58250,0.093654
58255,0.28384
58260,0.4544
58266,0.63156
58271,0.78759
58276,0.9992
58281,1.1523
58286,1.1222
58292,1.1598
58297,1.3524
58302,1.5348
58307,1.7076
58312,1.8914
58318,2.0634
58323,2.1281
58328,2.1989
58333,2.2703
58339,2.3303
58344,2.2622
58349,2.2856
58354,2.3995
58359,2.5345
58365,2.5657
58370,2.4359
58375,2.5513
58380,2.1869
58385,2.0863
58391,2.1999
58396,2.0902
58401,2.0563
58406,2.2401
58411,2.5694
58417,2.7228
58422,2.6907
58427,2.5896
58432,2.5028
58437,2.3734
58443,2.2753
58448,2.6988
58453,2.7583
58458,2.8208
58464,2.7811
58469,2.6344
58474,2.7351
58479,2.5814
58484,2.3423
58490,2.3256
58495,2.426
58500,2.236
58505,2.1025
58510,2.1048
58516,2.0499
58521,2.1003
58526,1.9862
58531,1.8827
58536,1.7501
58542,1.7837
58547,1.7076
58552,1.55
58557,1.4259
58562,1.3052
58568,1.2163
58573,1.1245
58578,0.97179
58583,0.83578
58589,0.66205
58594,0.56624
58599,0.39294
58604,0.33225
58609,0.31939
58615,0.21762
58620,0.12263
58625,0.071611
58630,0.35359
58635,0.55955
58641,0.88769
58646,1.0379
58651,1.0657
58656,1.2917
58661,1.4937
58667,1.8292
58672,2.0353
58677,2.0306
58682,2.1456
58688,2.2217
58693,2.2991
58698,2.4001
58703,2.4517
58708,2.5327
58714,2.6166
58719,2.5547
58724,2.5573
58729,2.6178
58734,2.6754
58740,2.6998
58745,2.7285
58750,2.7365
58755,2.8085
58760,2.8326
58766,2.8645
58771,2.7709
58776,2.7644
58781,2.726
58786,2.7331
58792,2.6948
58797,2.7168
58802,2.7015
58807,2.6998
58812,2.7031
58818,2.5873
58823,2.6319
58828,2.6156
58833,2.6244
58839,2.6121
58844,2.5942
58849,2.571
58854,2.5292
58859,2.5335
58865,2.4513
58870,2.4659
58875,2.4451
58880,2.3498
58885,2.3622
58891,2.2584
58896,2.2701
58901,2.1936
58906,2.2047
58911,2.1546
58917,2.0305
58922,1.9958
58927,1.9444
58932,1.9064
58937,1.8237
58943,1.749
58948,1.7243
58953,1.6057
58958,1.5492
58964,1.4757
58969,1.3608
58974,1.2574
58979,1.2091
58984,1.1261
58990,0.95547
58995,0.85494
59000,0.72392
59005,0.60231
59010,0.45445
59016,0.31058
59021,0.16388
59026,0.044204
59031,0.19238
59036,0.35506
59042,0.53917
59047,0.74645
59052,0.94385
59057,1.16
59062,1.3762
59068,1.557
59073,1.6763
59078,1.7684
59083,1.8709
59089,1.8805
59094,1.7628
59099,2.0335
59104,2.2078
59109,2.3749
59115,2.4205
59120,2.2597
59125,1.9584
59130,2.0489
59135,2.2146
59141,2.511
59146,2.5777
59151,2.5668
59156,2.7647
59161,2.8351
59167,3.0021
59172,3.104
59177,3.0888
59182,3.1024
59187,3.0623
59193,3.1007
59198,2.9944
59203,3.0589
59208,3.1305
59214,3.1852
59219,3.23
59224,3.0891
59229,2.9228
59234,2.7643
59240,2.5541
59245,2.684
59250,2.7229
59255,2.7578
59260,2.6339
59266,2.4959
59271,2.4864
59276,2.4447
59281,2.366
59286,2.2546
59292,2.2333
59297,2.2729
59302,2.1367
59307,2.0492
59312,1.9072
59318,1.8044
59323,1.4448
59328,1.3479
59333,1.2873
59339,1.4468
59344,1.5417
59349,1.4485
59354,1.3431
59359,1.2186
59365,1.1795
59370,1.1711
59375,1.1275
59380,0.94837
59385,0.84519
59391,0.68382
59396,0.62737
59401,0.50569
59406,0.3798
59411,0.27341
59417,0.23173
59422,0.11743
59427,0.075709
59432,0.17334
59438,0.28037
59443,0.63126
59448,0.98335
59453,1.2488
59458,1.0058
59464,1.3438
59469,1.3263
59474,1.8133
59479,1.9815
59484,2.0703
59490,2.158
59495,2.2036
59500,2.2626
59505,2.3319
59510,2.4136
59516,2.4498
59521,2.4242
59526,2.4267
59531,2.4924
59536,2.5277
59542,2.62
59547,2.644
59552,2.7223
59557,2.7149
59562,2.7527
59568,2.7833
59573,2.7246
59578,2.6643
59583,2.7751
59589,2.7029
59594,2.7238
59599,2.5933
59604,2.5741
59609,2.578
59615,2.5808
59620,2.4919
59625,2.494
59630,2.4548
59635,2.4519
59641,2.3456
59646,2.3653
59651,2.2822
59656,2.2516
59661,2.2327
59667,2.1772
59672,2.1361
59677,2.042
59682,2.0398
59687,1.9714
59693,1.8863
59698,1.8274
59703,1.7603
59708,1.6774
59714,1.6661
59719,1.5954
59724,1.4869
59729,1.4288
59734,1.3192
59740,1.2227
59745,1.1086
59750,1.0087
59755,0.8623
59760,0.72549
59766,0.58095
59771,0.45342
59776,0.28983
59781,0.13089
59786,0.031892
59792,0.22465
59797,0.36314
59802,0.55817
59807,0.74705
59812,0.96698
59818,1.2088
59823,1.3564
59828,1.3394
59833,1.3528
59839,1.389
59844,1.4572
59849,1.6923
59854,1.9108
59859,2.0361
59865,2.1242
59870,2.2109
59875,2.3125
59880,2.3751
59885,2.4014
59891,2.4229
59896,2.5189
59901,2.457
59906,2.176
59911,1.9987
59917,2.1982
59922,2.2642
59927,2.4591
59932,2.6259
59937,2.6449
59943,2.5975
59948,2.7373
59953,2.8471
59958,2.8953
59964,2.7894
59969,2.7549
59974,2.7193
59979,2.6664
59984,2.5228
59990,2.6125
59995,2.6996
60000,2.7911
60005,2.7125
60010,2.701
60016,2.5583
60021,2.3522
60026,2.4613
60031,2.3775
60036,2.4034
60042,2.2334
60047,2.3344
60052,2.2573
60057,2.0558
60062,2.0128
60068,1.651
60073,1.6081
60078,1.6294
60083,1.5825
60089,1.5455
60094,1.2679
60099,1.3373
60104,1.2723
60109,1.1656
60115,1.0902
60120,1.0493
60125,0.9427
60130,0.64269
60135,0.5155
60141,0.49663
60146,0.37288
60151,0.3492
60156,0.22473
60161,0.026448
60167,0.19845
60172,0.50211
60177,0.64923
60182,1.2903
60188,1.6104
60193,1.4073
60198,1.4935
60203,1.7067
60208,1.9673
60214,2.0498
60219,2.1772
60224,2.1991
60229,2.2225
60234,2.3617
60240,2.5036
60245,2.5915
60250,2.6025
60255,2.6075
60260,2.6478
60266,2.7117
60271,2.6711
60276,2.7656
60281,2.6827
60286,2.8137
60292,2.8083
60297,2.7858
60302,2.8099
60307,2.8668
60312,2.834
60318,2.7782
60323,2.8224
60328,2.773
60333,2.7012
60339,2.75
60344,2.7256
60349,2.6283
60354,2.7301
60359,2.7387
60365,2.6511
60370,2.5655
60375,2.6678
60380,2.6162
60385,2.5542
60391,2.4793
60396,2.4684
60401,2.5066
60406,2.4656
60411,2.4052
60417,2.3824
60422,2.3657
60427,2.4091
60432,2.199
60437,2.2742
60443,2.1778
60448,2.1286
60453,2.0968
60458,2.0193
60464,1.9507
60469,1.9321
60474,1.8678
60479,1.7434
60484,1.7097
60490,1.6583
60495,1.5077
60500,1.4577
60505,1.3571
60510,1.3101
60516,1.1576
60521,1.0454
60526,0.96627
60531,0.81742
60536,0.723
60542,0.55007
60547,0.40054
60552,0.24712
60557,0.07093
60562,0.11312
60568,0.232
60573,0.40364
60578,0.60832
60583,0.82721
60589,1.0341
60594,1.2422
60599,1.4426
60604,1.5881
60609,1.6458
60615,1.5924
60620,1.8317
60625,1.7773
60630,1.7774
60635,2.1389
60641,2.2629
60646,2.3629
60651,2.3265
60656,2.2955
60661,2.5332
60667,2.6945
60672,2.6804
60677,2.7125
60682,2.6906
60687,2.8857
60693,2.8666
60698,2.969
60703,3.0439
60708,3.0533
60714,3.0575
60719,3.1049
60724,3.1189
60729,3.0067
60734,3.0558
60740,3.1061
60745,3.2491
60750,3.1871
60755,3.3236
60760,3.252
60766,3.096
60771,3.0168
60776,2.8949
60781,2.7557
60786,2.7658
60792,2.7347
60797,2.7617
60802,2.7363
60807,2.5051
60812,2.6169
60818,2.4918
60823,2.4243
60828,2.2885
60833,2.1957
60839,2.1891
60844,2.0499
60849,1.9342
60854,1.9422
60859,1.7172
60865,1.6074
60870,1.5379
60875,1.4901
60880,1.4422
60885,1.4222
60891,1.2659
60896,1.2701
60901,1.2581
60906,1.1371
60911,1.0016
60917,0.83675
60922,0.74215
60927,0.6791
60932,0.55046
60938,0.37366
60943,0.24247
60948,0.16122
60953,0.081952
60958,0.065033
60964,0.18372
60969,0.35199
60974,0.45727
60979,0.67348
60984,1.0267
60990,1.0553
60995,1.113
61000,1.3214
61005,1.5275
61010,1.7658
61016,1.962
61021,2.0985
61026,2.138
61031,2.2422
61036,2.3345
61042,2.3719
61047,2.4387
61052,2.4251
61057,2.411
61063,2.4966
61068,2.5567
61073,2.6213
61078,2.6969
61083,2.6878
61089,2.7781
61094,2.8629
61099,2.7643
61104,2.7799
61109,2.6979
61115,2.7054
61120,2.7448
61125,2.6165
61130,2.688
61135,2.5906
61141,2.6282
61146,2.6307
61151,2.5562
61156,2.4971
61161,2.5185
61167,2.4808
61172,2.4675
61177,2.4012
61182,2.3731
61187,2.3181
61193,2.2799
61198,2.2203
61203,2.2301
61208,2.1491
61214,2.0849
61219,2.0315
61224,1.9584
61229,1.9354
61234,1.8833
61240,1.808
61245,1.7817
61250,1.7107
61255,1.6209
61260,1.5666
61266,1.447
61271,1.3755
61276,1.2662
61281,1.1516
61286,1.0206
61292,0.90339
61297,0.76983
61302,0.61943
61307,0.48543
61312,0.35367
61318,0.17483
61323,0.031323
61328,0.13101
61333,0.39734
61339,0.69946
61344,0.7008
61349,0.8782
61354,1.1079
61359,1.2743
61365,1.2158
61370,1.3907
61375,1.5835
61380,1.612
61385,1.7734
61391,2.0042
61396,2.1339
61401,2.1907
61406,2.3074
61411,2.2975
61417,2.2942
61422,2.3941
61427,2.4398
61432,2.4477
61437,2.2443
61443,2.1216
61448,2.241
61453,2.1426
61458,2.0775
61464,2.5601
61469,2.6686
61474,2.7997
61479,2.8403
61484,2.8424
61490,2.711
61495,2.6787
61500,2.791
61505,2.7003
61510,2.6579
61516,2.6813
61521,2.6548
61526,2.7023
61531,2.7237
61536,2.8046
61542,2.7286
61547,2.7499
61552,2.2956
61557,2.1822
61562,2.3978
61568,2.4544
61573,2.217
61578,2.254
61583,2.3849
61589,2.3323
61594,2.2772
61599,2.0039
61604,1.9637
61609,1.9169
61615,1.639
61620,1.5905
61625,1.4861
61630,1.35
61635,1.2943
61641,1.2256
61646,1.1
61651,0.98283
61656,0.84676
61661,0.61214
61667,0.48047
61672,0.40876
61677,0.34264
61682,0.19307
61688,0.1266
61693,0.04817
61698,0.094514
61703,0.26265
61708,0.53706
61714,0.79571
61719,1.1293
61724,1.1227
61729,1.2096
61734,1.3701
61740,1.5645
61745,1.8513
61750,2.0805
61755,2.1659
61760,2.2828
61766,2.3766
61771,2.3674
61776,2.4503
61781,2.5631
61786,2.5615
61792,2.5655
61797,2.6465
61802,2.6543
61807,2.6698
61812,2.7425
61818,2.83
61823,2.7526
61828,2.793
61833,2.8285
61839,2.8422
61844,2.8303
61849,2.7587
61854,2.7554
61859,2.7506
61865,2.6269
61870,2.7508
61875,2.7525
61880,2.7099
61885,2.6664
61891,2.6931
61896,2.6163
61901,2.6045
61906,2.6304
61911,2.6359
61917,2.5972
61922,2.559
61927,2.5064
61932,2.5003
61937,2.4469
61943,2.4241
61948,2.3742
61953,2.3836
61958,2.4246
61964,2.3333
61969,2.3198
61974,2.223
61979,2.2725
61984,2.1444
61990,2.1532
61995,1.9954
62000,1.9507
62005,1.8853
62010,1.8199
62016,1.6955
62021,1.6303
62026,1.5842
62031,1.4957
62036,1.393
62042,1.3845
62047,1.2418
62052,1.1401
62057,1.0222
62063,0.89292
62068,0.71373
62073,0.57666
62078,0.48778
62083,0.2987
62089,0.14566
62094,0.088877
62099,0.25504
62104,0.41086
62109,0.61797
62115,0.82775
62120,1.0337
62125,1.2239
62130,1.2643
62135,1.288
62141,1.3862
62146,1.423
62151,1.5094
62156,1.5108
62161,1.7042
62167,2.101
62172,2.2239
62177,2.3914
62182,2.3811
62187,2.2864
62193,2.3686
62198,2.562
62203,2.5815
62208,2.6444
62214,2.7644
62219,2.9369
62224,2.826
62229,2.7692
62234,3.0132
62240,3.0135
62245,3.0815
62250,3.113
62255,3.0371
62260,3.0658
62266,3.0615
62271,3.0512
62276,3.1337
62281,3.2176
62286,3.3074
62292,3.2097
62297,3.0822
62302,3.0637
62307,2.971
62312,2.9369
62318,2.8624
62323,2.8683
62328,2.7135
62333,2.7756
62339,2.8376
62344,2.6253
62349,2.5686
62354,2.5561
62359,2.4803
62365,2.4538
62370,2.2846
62375,2.1438
62380,2.1397
62385,2.0539
62391,2.0335
62396,1.9143
62401,1.7615
62406,1.6105
62411,1.6282
62417,1.5052
62422,1.3507
62427,1.1235
62432,0.92769
62438,0.84041
62443,0.71246
62448,0.68172
62453,0.84309
62458,0.76065
62464,0.6074
62469,0.46308
62474,0.3099
62479,0.20997
62484,0.13215
62490,0.036354
62495,0.13895
62500,0.3003
62505,0.44899
62510,0.60734
62516,0.94976
62521,1.217
62526,1.0701
62531,1.2479
62536,1.6037
62542,1.7832
62547,2.0495
62552,2.1316
62557,2.2393
62562,2.2604
62568,2.3784
62573,2.4674
62578,2.5004
62583,2.4675
62589,2.5382
62594,2.5466
62599,2.6313
62604,2.6657
62609,2.6927
62615,2.7302
62620,2.7394
62625,2.7566
62630,2.7804
62635,2.7772
62641,2.7694
62646,2.726
62651,2.785
62656,2.7521
62661,2.741
62667,2.6502
62672,2.6924
62677,2.5974
62682,2.5589
62687,2.542
62693,2.4553
62698,2.512
62703,2.4703
62708,2.5033
62714,2.4374
62719,2.3635
62724,2.3686
62729,2.3272
62734,2.2367
62740,2.2133
62745,2.1809
62750,2.1303
62755,2.0486
62760,1.9869
62766,2.0591
62771,1.973
62776,1.8925
62781,1.8677
62786,1.7912
62792,1.7092
62797,1.5785
62802,1.5212
62807,1.4283
62812,1.3362
62818,1.1866
62823,1.1051
62828,0.9325
62833,0.84864
62839,0.71102
62844,0.55554
62849,0.4104
62854,0.22831
62859,0.099972
62865,0.045889
62870,0.21949
62875,0.46223
62880,0.61529
62885,0.75764
62891,0.98374
62896,1.1862
62901,1.3417
62906,1.3319
62911,1.4691
62917,1.4031
62922,1.2829
62927,1.5285
62932,1.8472
62937,2.1016
62943,2.0877
62948,2.1704
62953,2.1852
62958,2.1272
62964,2.1223
62969,2.2435
62974,2.132
62979,2.069
62984,2.2487
62990,2.4025
62995,2.4881
63000,2.455
63005,2.7705
63010,2.8622
63016,2.8655
63021,2.9337
63026,2.896
63031,2.927
63036,2.8752
63042,2.8786
63047,2.8074
63052,2.9132
63057,2.8933
63062,2.8257
63068,2.7643
63073,2.7366
63078,2.6704
63083,2.7215
63089,2.5937
63094,2.2894
63099,2.4882
63104,2.1112
63109,2.0738
63115,1.9796
63120,1.9549
63125,2.1981
63130,2.1781
63135,2.1122
63141,1.9211
63146,1.6151
63151,1.5575
63156,1.5484
63161,1.5612
63167,1.4054
63172,1.3337
63177,1.3522
63182,1.2679
63188,1.0851
63193,1.0042
63198,0.8779
63203,0.88543
63208,0.84804
63214,0.79763
63219,0.47514
63224,0.48258
63229,0.30222
63234,0.30075
63240,0.080326
63245,0.11192
63250,0.25381
63255,0.35943
63260,0.59418
63266,0.95138
63271,1.1749
63276,1.1947
63281,1.3449
63286,1.4581
63292,1.6541
63297,1.8699
63302,2.0445
63307,2.1786
63312,2.1848
63318,2.2534
63323,2.2923
63328,2.4447
63333,2.5191
63339,2.5577
63344,2.5251
63349,2.5892
63354,2.673
63359,2.6538
63365,2.7221
63370,2.7428
63375,2.7647
63380,2.703
63385,2.6912
63391,2.7126
63396,2.6736
63401,2.6777
63406,2.6744
63411,2.6633
63417,2.6585
63422,2.6137
63427,2.6242
63432,2.6055
63437,2.6178
63443,2.5746
63448,2.5091
63453,2.533
63458,2.5854
63464,2.5484
63469,2.5207
63474,2.4956
63479,2.3857
63484,2.3752
63490,2.3486
63495,2.3627
63500,2.2471
63505,2.2804
63510,2.2317
63516,2.1794
63521,2.178
63526,2.1369
63531,2.0131
63536,2.0052
63542,1.9469
63547,1.8556
63552,1.8075
63557,1.6677
63562,1.6027
63568,1.5302
63573,1.4641
63578,1.2708
63583,1.2003
63589,1.206
63594,0.98955
63599,0.85465
63604,0.86515
63609,0.70134
63615,0.55908
63620,0.38923
63625,0.29866
63630,0.082509
63635,0.1859
63641,0.44779
63646,0.6645
63651,0.8878
63656,1.0625
63661,1.1643
63667,1.3261
63672,1.4719
63677,1.5883
63682,1.6178
63687,1.728
63693,1.7881
63698,1.9979
63703,2.1611
63708,2.2936
63714,2.378
63719,2.3654
63724,2.3429
63729,2.3796
63734,2.4768
63740,2.571
63745,2.5749
63750,2.829
63755,3.1751
63760,3.1623
63766,2.7269
63771,2.8263
63776,2.8937
63781,2.9017
63786,2.9879
63792,2.8988
63797,3.075
63802,3.0951
63807,3.2182
63812,3.1298
63818,3.1903
63823,3.183
63828,3.1865
63833,3.1217
63839,2.8657
63844,2.7546
63849,2.7837
63854,2.7379
63859,2.6522
63865,2.7757
63870,2.657
63875,2.5783
63880,2.3798
63885,2.415
63891,2.2111
63896,2.1857
63901,2.0989
63906,2.1652
63911,1.9778
63917,1.9623
63922,1.9513
63927,1.8097
63932,1.8302
63938,1.7861
63943,1.6567
63948,1.5254
63953,1.4003
63958,1.457
63964,1.4086
63969,1.259
63974,1.2213
63979,1.1495
63984,1.1015
63990,0.88361
63995,0.73534
64000,0.62481
64005,0.48634
64010,0.37784
64016,0.27477
64021,0.17582
64026,0.047137
64031,0.1012
64036,0.27609
64042,0.44817
64047,0.62689
64052,0.88597
64057,1.1237
64062,0.9575
64068,1.2409
64073,1.4512
64078,1.6696
64083,1.9638
64089,2.1154
64094,2.1875
64099,2.2671
64104,2.3008
64109,2.4434
64115,2.4575
64120,2.5041
64125,2.5285
64130,2.4643
64135,2.532
64141,2.5522
64146,2.6427
64151,2.7075
64156,2.7716
64161,2.74
64167,2.7542
64172,2.7384
64177,2.6972
64182,2.6739
64187,2.624
64193,2.6215
64198,2.5484
64203,2.5842
64208,2.6398
64214,2.5909
64219,2.5761
64224,2.6123
64229,2.5808
64234,2.538
64240,2.5249
64245,2.4909
64250,2.4354
64255,2.4266
64260,2.3747
64266,2.3225
64271,2.3307
64276,2.1919
64281,2.1999
64286,2.1767
64292,2.0923
64297,2.0956
64302,2.0846
64307,2.0017
64312,1.9977
64318,1.8873
64323,1.9194
64328,1.8385
64333,1.782
64339,1.6617
64344,1.5883
64349,1.4832
64354,1.3793
64359,1.2944
64365,1.1795
64370,1.0827
64375,0.96105
64380,0.86748
64385,0.71484
64391,0.54608
64396,0.3941
64401,0.24015
64406,0.085678
64411,0.061013
64417,0.35971
64422,0.57823
64427,0.74383
64432,0.79666
64437,0.99792
64443,1.1148
64448,1.2502
64453,1.3816
64458,1.5267
64464,1.607
64469,1.6416
64474,1.7847
64479,1.9768
64484,2.0315
64490,2.1139
64495,2.1918
64500,2.2779
64505,2.2243
64510,2.2236
64516,2.3331
64521,2.4117
64526,2.4407
64531,2.4585
64536,2.2781
64542,2.2126
64547,2.542
64552,2.4361
64557,2.6113
64562,2.6526
64568,2.7554
64573,2.7967
64578,2.71
64583,2.7769
64589,2.7917
64594,2.7032
64599,2.7436
64604,2.7038
64609,2.7925
64615,2.7618
64620,2.4615
64625,2.6427
64630,2.6476
64635,2.59
64641,2.5277
64646,2.3516
64651,2.3731
64656,2.2633
64661,1.9292
64667,2.1672
64672,2.0453
64677,1.8882
64682,1.7897
64688,1.6744
64693,1.4876
64698,1.5314
64703,1.522
64708,1.4508
64714,1.397
64719,1.387
64724,1.3323
64729,1.2675
64734,1.2113
64740,1.1569
64745,0.94888
64750,0.85247
64755,0.7559
64760,0.62837
64766,0.4891
64771,0.41087
64776,0.37623
64781,0.22692
64786,0.12908
64792,0.082837
64797,0.24118
64802,0.38536
64807,0.56166
64812,0.78475
64818,1.0626
64823,1.2691
64828,1.2796
64833,1.5056
64839,1.5532
64844,1.6779
64849,1.9342
64854,2.0089
64859,2.102
64865,2.1296
64870,2.215
64875,2.3026
64880,2.4129
64885,2.4504
64891,2.5271
64896,2.4619
64901,2.522
64906,2.5522
64911,2.5404
64917,2.5637
64922,2.587
64927,2.6426
64932,2.5535
64937,2.6547
64943,2.6313
64948,2.6096
64953,2.7091
64958,2.599
64964,2.5958
64969,2.5238
64974,2.5262
64979,2.445
64984,2.4354
64990,2.4689
64995,2.4795
65000,2.4419
65005,2.4303
65010,2.4604
65016,2.4231
65021,2.3635
65026,2.3046
65031,2.2973
65036,2.2809
65042,2.1657
65047,2.1986
65052,2.1147
65057,2.1093
65063,2.1074
65068,2.0323
65073,1.9617
65078,1.9528
65083,1.9084
65089,1.7959
65094,1.8367
65099,1.6871
65104,1.5734
65109,1.5496
65115,1.4616
65120,1.3657
65125,1.2102
65130,1.051
65135,0.98415
65141,0.91228
65146,0.69432
65151,0.57622
